Id,Tag,Fim,target_4h,split,score,threshold,prediction
123031825,CA5926,2025-06-18 16:00:00+00:00,1,test,0.5753926251289255,0.3788576768561717,1
123105599,CA5926,2025-06-18 20:00:00+00:00,1,test,0.7006999479812656,0.3788576768561717,1
123126957,CA5926,2025-06-19 00:00:00+00:00,1,test,0.8085833260680517,0.3788576768561717,1
123138427,CA5926,2025-06-19 04:00:00+00:00,0,test,0.7205012117605127,0.3788576768561717,1
123149765,CA5926,2025-06-19 08:00:00+00:00,1,test,0.5760426662519786,0.3788576768561717,1
123161167,CA5926,2025-06-19 12:00:00+00:00,1,test,0.862807352320553,0.3788576768561717,1
123173890,CA5926,2025-06-19 16:00:00+00:00,0,test,0.6436374264379446,0.3788576768561717,1
123186859,CA5926,2025-06-19 20:00:00+00:00,0,test,0.6465262234334564,0.3788576768561717,1
123195990,CA5926,2025-06-20 00:00:00+00:00,0,test,0.48764577786909363,0.3788576768561717,1
123230209,CA5926,2025-06-20 11:00:00+00:00,0,test,0.8709862795240442,0.3788576768561717,1
123243029,CA5926,2025-06-20 15:00:00+00:00,1,test,0.6766051994199432,0.3788576768561717,1
123253024,CA5926,2025-06-20 19:00:00+00:00,0,test,0.8437435105402092,0.3788576768561717,1
123263809,CA5926,2025-06-20 23:00:00+00:00,1,test,0.5917785646393929,0.3788576768561717,1
123275805,CA5926,2025-06-21 03:00:00+00:00,0,test,0.7153620813295425,0.3788576768561717,1
123290027,CA5926,2025-06-21 07:00:00+00:00,0,test,0.6651358516914387,0.3788576768561717,1
123298685,CA5926,2025-06-21 11:00:00+00:00,0,test,0.47224729976184693,0.3788576768561717,1
123311010,CA5926,2025-06-21 15:00:00+00:00,0,test,0.46534458888205144,0.3788576768561717,1
123332473,CA5926,2025-06-21 23:00:00+00:00,0,test,0.38508169817397364,0.3788576768561717,1
123346684,CA5926,2025-06-22 03:50:23+00:00,1,test,0.731711135271483,0.3788576768561717,1
123358505,CA5926,2025-06-22 07:51:09+00:00,1,test,0.6057744189069432,0.3788576768561717,1
123369194,CA5926,2025-06-22 12:00:00+00:00,0,test,0.7961571111851928,0.3788576768561717,1
123377950,CA5926,2025-06-22 16:00:00+00:00,0,test,0.6614404583775769,0.3788576768561717,1
123389720,CA5926,2025-06-22 20:00:00+00:00,0,test,0.5550098981894275,0.3788576768561717,1
123402378,CA5926,2025-06-23 00:00:00+00:00,0,test,0.4946119383152456,0.3788576768561717,1
123413062,CA5926,2025-06-23 04:00:00+00:00,1,test,0.4629228241202186,0.3788576768561717,1
123426091,CA5926,2025-06-23 08:00:00+00:00,1,test,0.9419120164911715,0.3788576768561717,1
123434736,CA5926,2025-06-23 12:00:00+00:00,1,test,0.49503397273438104,0.3788576768561717,1
123447460,CA5926,2025-06-23 16:00:00+00:00,0,test,0.7184671335479454,0.3788576768561717,1
123458341,CA5926,2025-06-23 20:00:00+00:00,0,test,0.6282006205308692,0.3788576768561717,1
123467497,CA5926,2025-06-24 00:00:00+00:00,1,test,0.49152978133646824,0.3788576768561717,1
123480647,CA5926,2025-06-24 04:00:00+00:00,0,test,0.8423542252743427,0.3788576768561717,1
123489138,CA5926,2025-06-24 08:00:00+00:00,0,test,0.6442621046855683,0.3788576768561717,1
123502999,CA5926,2025-06-24 12:00:00+00:00,1,test,0.4709296528437971,0.3788576768561717,1
123511224,CA5926,2025-06-24 16:00:00+00:00,1,test,0.6238606410801043,0.3788576768561717,1
123949924,CA5926,2025-06-24 20:00:00+00:00,0,test,0.78235576338444,0.3788576768561717,1
123961735,CA5926,2025-06-25 00:00:00+00:00,0,test,0.5967746708817184,0.3788576768561717,1
123973251,CA5926,2025-06-25 04:00:00+00:00,1,test,0.3922617040394855,0.3788576768561717,1
123984799,CA5926,2025-06-25 08:00:00+00:00,0,test,0.4235581442255166,0.3788576768561717,1
123995885,CA5926,2025-06-25 12:00:00+00:00,0,test,0.44275927316059993,0.3788576768561717,1
124007404,CA5926,2025-06-25 16:00:00+00:00,1,test,0.4265700501353586,0.3788576768561717,1
124022090,CA5926,2025-06-25 20:00:00+00:00,0,test,0.7220783472047458,0.3788576768561717,1
124038890,CA5926,2025-06-26 00:00:00+00:00,0,test,0.48621632809277776,0.3788576768561717,1
124050501,CA5926,2025-06-26 04:00:00+00:00,0,test,0.4870267795756704,0.3788576768561717,1
124065950,CA5926,2025-06-26 08:00:00+00:00,0,test,0.4144370568758837,0.3788576768561717,1
124076849,CA5926,2025-06-26 12:00:00+00:00,0,test,0.3953490406026876,0.3788576768561717,1
124092931,CA5926,2025-06-26 17:00:00+00:00,0,test,0.6234238463741403,0.3788576768561717,1
124122445,CA5926,2025-06-27 00:00:00+00:00,0,test,0.38748583567227185,0.3788576768561717,1
124159575,CA5926,2025-06-27 12:15:33+00:00,0,test,0.405973364642429,0.3788576768561717,1
124206876,CA5926,2025-06-28 01:00:00+00:00,0,test,0.7254473108890541,0.3788576768561717,1
124218974,CA5926,2025-06-28 05:00:00+00:00,0,test,0.43504463512909336,0.3788576768561717,1
124231234,CA5926,2025-06-28 09:00:00+00:00,1,test,0.38183340350386724,0.3788576768561717,1
124249392,CA5926,2025-06-28 13:00:00+00:00,1,test,0.43743140120697177,0.3788576768561717,1
124261965,CA5926,2025-06-28 17:00:00+00:00,0,test,0.9055985307389536,0.3788576768561717,1
124279024,CA5926,2025-06-28 21:00:00+00:00,1,test,0.6836535242792477,0.3788576768561717,1
124290484,CA5926,2025-06-29 01:00:00+00:00,1,test,0.7032133674115417,0.3788576768561717,1
124305704,CA5926,2025-06-29 05:00:00+00:00,0,test,0.8942365348704283,0.3788576768561717,1
124318395,CA5926,2025-06-29 09:00:00+00:00,0,test,0.6666096005983685,0.3788576768561717,1
124328702,CA5926,2025-06-29 13:00:00+00:00,0,test,0.5402288491463094,0.3788576768561717,1
124343544,CA5926,2025-06-29 17:00:00+00:00,0,test,0.48266325718803516,0.3788576768561717,1
124354992,CA5926,2025-06-29 21:00:00+00:00,0,test,0.48526832547747545,0.3788576768561717,1
124365528,CA5926,2025-06-30 01:00:00+00:00,1,test,0.45357873946920896,0.3788576768561717,1
124376075,CA5926,2025-06-30 05:00:00+00:00,0,test,0.5095331241889963,0.3788576768561717,1
124389863,CA5926,2025-06-30 09:00:00+00:00,0,test,0.40225369001961214,0.3788576768561717,1
124408305,CA5926,2025-06-30 15:19:05+00:00,0,test,0.37886315840888335,0.3788576768561717,1
124426269,CA5926,2025-06-30 19:32:06+00:00,0,test,0.37886315840888335,0.3788576768561717,1
124446660,CA5926,2025-07-01 00:00:00+00:00,0,test,0.3955247046827779,0.3788576768561717,1
120810145,CA5927,2025-06-02 15:00:00+00:00,1,test,0.42624290318256375,0.3788576768561717,1
120834128,CA5927,2025-06-02 19:00:00+00:00,0,test,0.6196615118736463,0.3788576768561717,1
120842282,CA5927,2025-06-02 23:00:00+00:00,0,test,0.5934668125268949,0.3788576768561717,1
120854209,CA5927,2025-06-03 03:00:00+00:00,0,test,0.4995584176712645,0.3788576768561717,1
120863849,CA5927,2025-06-03 07:00:00+00:00,0,test,0.49770556455298237,0.3788576768561717,1
120874188,CA5927,2025-06-03 11:00:00+00:00,0,test,0.5020603155921353,0.3788576768561717,1
120885392,CA5927,2025-06-03 15:00:00+00:00,0,test,0.5207963149333799,0.3788576768561717,1
120893196,CA5927,2025-06-03 19:00:00+00:00,0,test,0.49234510975993506,0.3788576768561717,1
124026178,CA5927,2025-06-03 23:00:00+00:00,0,test,0.5098984634932643,0.3788576768561717,1
124026200,CA5927,2025-06-04 03:00:00+00:00,0,test,0.48460754804117523,0.3788576768561717,1
124026211,CA5927,2025-06-04 07:00:00+00:00,0,test,0.4903448501508555,0.3788576768561717,1
120935134,CA5927,2025-06-04 11:00:00+00:00,0,test,0.4903448501508555,0.3788576768561717,1
120945084,CA5927,2025-06-04 15:00:00+00:00,0,test,0.427740522423548,0.3788576768561717,1
120962255,CA5927,2025-06-04 21:00:00+00:00,0,test,0.3926042430021285,0.3788576768561717,1
120972378,CA5927,2025-06-05 01:00:00+00:00,0,test,0.41765539507680505,0.3788576768561717,1
120982952,CA5927,2025-06-05 05:00:00+00:00,1,test,0.4241541552709645,0.3788576768561717,1
120993435,CA5927,2025-06-05 09:00:00+00:00,0,test,0.6285466681455618,0.3788576768561717,1
121005232,CA5927,2025-06-05 13:00:00+00:00,1,test,0.5667199428266527,0.3788576768561717,1
121014315,CA5927,2025-06-05 17:00:00+00:00,0,test,0.814192824439032,0.3788576768561717,1
121028083,CA5927,2025-06-05 21:00:00+00:00,1,test,0.6161079916710879,0.3788576768561717,1
121039947,CA5927,2025-06-06 01:00:00+00:00,0,test,0.7248371033328869,0.3788576768561717,1
121049041,CA5927,2025-06-06 05:00:00+00:00,1,test,0.5465739631215281,0.3788576768561717,1
121061645,CA5927,2025-06-06 09:00:00+00:00,0,test,0.7783968779441653,0.3788576768561717,1
121070097,CA5927,2025-06-06 13:00:00+00:00,0,test,0.6230579250814182,0.3788576768561717,1
121082532,CA5927,2025-06-06 17:00:00+00:00,1,test,0.4060596149261994,0.3788576768561717,1
121093734,CA5927,2025-06-06 21:00:00+00:00,0,test,0.5717386333105214,0.3788576768561717,1
121211594,CA5927,2025-06-08 13:00:00+00:00,0,test,0.5065360183071822,0.3788576768561717,1
121222367,CA5927,2025-06-08 17:00:00+00:00,0,test,0.41498036611796785,0.3788576768561717,1
121234531,CA5927,2025-06-08 21:00:00+00:00,0,test,0.3799085593477261,0.3788576768561717,1
121243857,CA5927,2025-06-09 01:00:00+00:00,0,test,0.4230487823584818,0.3788576768561717,1
121254238,CA5927,2025-06-09 05:00:00+00:00,0,test,0.4307323929234409,0.3788576768561717,1
121266323,CA5927,2025-06-09 09:00:00+00:00,0,test,0.43470530607498364,0.3788576768561717,1
121278623,CA5927,2025-06-09 13:00:00+00:00,0,test,0.43485105743110913,0.3788576768561717,1
121289673,CA5927,2025-06-09 17:00:00+00:00,0,test,0.4333084390651791,0.3788576768561717,1
121302566,CA5927,2025-06-09 21:58:14+00:00,0,test,0.438515070099388,0.3788576768561717,1
121314489,CA5927,2025-06-10 02:00:00+00:00,1,test,0.41185573993820807,0.3788576768561717,1
121324589,CA5927,2025-06-10 06:00:00+00:00,0,test,0.7714630145435745,0.3788576768561717,1
121336360,CA5927,2025-06-10 10:00:00+00:00,0,test,0.4738497381126977,0.3788576768561717,1
121345880,CA5927,2025-06-10 14:00:00+00:00,0,test,0.4961807991394332,0.3788576768561717,1
121359093,CA5927,2025-06-10 18:00:00+00:00,0,test,0.49196568931244106,0.3788576768561717,1
121368172,CA5927,2025-06-10 22:00:00+00:00,0,test,0.5198149296243276,0.3788576768561717,1
121378899,CA5927,2025-06-11 02:00:00+00:00,0,test,0.49940390161561415,0.3788576768561717,1
121388073,CA5927,2025-06-11 06:00:00+00:00,1,test,0.5010335833656636,0.3788576768561717,1
121399311,CA5927,2025-06-11 10:00:00+00:00,0,test,0.4259952683446761,0.3788576768561717,1
121409955,CA5927,2025-06-11 14:00:00+00:00,1,test,0.4288247750066076,0.3788576768561717,1
121420923,CA5927,2025-06-11 18:00:00+00:00,0,test,0.6219898133714502,0.3788576768561717,1
121434478,CA5927,2025-06-11 22:00:00+00:00,0,test,0.5330008341856338,0.3788576768561717,1
121444919,CA5927,2025-06-12 02:00:00+00:00,0,test,0.5483508599095234,0.3788576768561717,1
121455742,CA5927,2025-06-12 06:00:00+00:00,0,test,0.5210948346325738,0.3788576768561717,1
121467589,CA5927,2025-06-12 10:00:00+00:00,0,test,0.49670427517793175,0.3788576768561717,1
121477920,CA5927,2025-06-12 14:00:00+00:00,0,test,0.5024745088204844,0.3788576768561717,1
121489262,CA5927,2025-06-12 18:00:00+00:00,0,test,0.5105631244360117,0.3788576768561717,1
121500779,CA5927,2025-06-12 22:00:00+00:00,0,test,0.4990122301763191,0.3788576768561717,1
121511438,CA5927,2025-06-13 02:00:00+00:00,0,test,0.486653265508462,0.3788576768561717,1
121523064,CA5927,2025-06-13 06:00:00+00:00,1,test,0.46684914288186696,0.3788576768561717,1
121531337,CA5927,2025-06-13 10:00:00+00:00,0,test,0.6099491598956424,0.3788576768561717,1
121542167,CA5927,2025-06-13 14:00:00+00:00,0,test,0.5748174091562731,0.3788576768561717,1
121554272,CA5927,2025-06-13 18:00:00+00:00,1,test,0.5161990702475178,0.3788576768561717,1
121563691,CA5927,2025-06-13 22:00:00+00:00,0,test,0.691687696160958,0.3788576768561717,1
121575077,CA5927,2025-06-14 02:00:00+00:00,1,test,0.5859011504527397,0.3788576768561717,1
121586312,CA5927,2025-06-14 06:00:00+00:00,0,test,0.8182463433610975,0.3788576768561717,1
121598834,CA5927,2025-06-14 10:00:00+00:00,0,test,0.6216597160624917,0.3788576768561717,1
121609365,CA5927,2025-06-14 14:00:00+00:00,0,test,0.5919868010106116,0.3788576768561717,1
121621359,CA5927,2025-06-14 18:00:00+00:00,0,test,0.5571844194235752,0.3788576768561717,1
121631289,CA5927,2025-06-14 22:00:00+00:00,0,test,0.5346478119427898,0.3788576768561717,1
121640724,CA5927,2025-06-15 02:00:00+00:00,1,test,0.5107393555953065,0.3788576768561717,1
121650222,CA5927,2025-06-15 06:00:00+00:00,0,test,0.6986156480849595,0.3788576768561717,1
121662223,CA5927,2025-06-15 10:00:00+00:00,0,test,0.4755479289743103,0.3788576768561717,1
121671160,CA5927,2025-06-15 14:00:00+00:00,0,test,0.4853613816778638,0.3788576768561717,1
121680425,CA5927,2025-06-15 18:00:00+00:00,0,test,0.5151356737842406,0.3788576768561717,1
121692359,CA5927,2025-06-15 22:00:00+00:00,0,test,0.5198149296243276,0.3788576768561717,1
121700492,CA5927,2025-06-16 02:00:00+00:00,0,test,0.4964231520224877,0.3788576768561717,1
121710468,CA5927,2025-06-16 06:00:00+00:00,1,test,0.49722204410654897,0.3788576768561717,1
121730343,CA5927,2025-06-16 10:00:00+00:00,0,test,0.7722422643691228,0.3788576768561717,1
121732503,CA5927,2025-06-16 14:00:00+00:00,0,test,0.5842766221845406,0.3788576768561717,1
121779307,CA5927,2025-06-16 18:00:00+00:00,0,test,0.5708878045894886,0.3788576768561717,1
121839291,CA5927,2025-06-16 22:00:00+00:00,0,test,0.5288962132381901,0.3788576768561717,1
121847795,CA5927,2025-06-17 02:00:00+00:00,0,test,0.5085062165015045,0.3788576768561717,1
121859056,CA5927,2025-06-17 06:00:00+00:00,0,test,0.5008455419036888,0.3788576768561717,1
121867100,CA5927,2025-06-17 10:00:00+00:00,0,test,0.5075051525380271,0.3788576768561717,1
121900878,CA5927,2025-06-17 14:27:06+00:00,0,test,0.4519104463266264,0.3788576768561717,1
121924094,CA5927,2025-06-17 20:00:00+00:00,0,test,0.632624416838043,0.3788576768561717,1
122428672,CA5927,2025-06-18 00:00:00+00:00,0,test,0.45655604565533037,0.3788576768561717,1
122987217,CA5927,2025-06-18 04:00:00+00:00,0,test,0.4849388863516362,0.3788576768561717,1
123003569,CA5927,2025-06-18 08:00:00+00:00,0,test,0.47388925985999586,0.3788576768561717,1
123016232,CA5927,2025-06-18 12:00:00+00:00,0,test,0.4993058741175164,0.3788576768561717,1
123038663,CA5927,2025-06-18 16:00:00+00:00,0,test,0.5097108986115315,0.3788576768561717,1
123107179,CA5927,2025-06-18 20:00:00+00:00,0,test,0.5077156333173314,0.3788576768561717,1
123126958,CA5927,2025-06-19 00:00:00+00:00,0,test,0.5084709074237185,0.3788576768561717,1
123139893,CA5927,2025-06-19 04:00:00+00:00,1,test,0.4934588536406296,0.3788576768561717,1
123151501,CA5927,2025-06-19 08:00:00+00:00,0,test,0.6363848385576202,0.3788576768561717,1
123163073,CA5927,2025-06-19 12:00:00+00:00,0,test,0.5028525688569864,0.3788576768561717,1
123172463,CA5927,2025-06-19 16:00:00+00:00,0,test,0.5270586530243523,0.3788576768561717,1
123185723,CA5927,2025-06-19 20:00:00+00:00,0,test,0.5097108986115315,0.3788576768561717,1
123198700,CA5927,2025-06-20 00:00:00+00:00,0,test,0.5226373103045171,0.3788576768561717,1
123208283,CA5927,2025-06-20 04:00:00+00:00,0,test,0.5010335833656636,0.3788576768561717,1
123221256,CA5927,2025-06-20 08:00:00+00:00,0,test,0.5105013668246533,0.3788576768561717,1
123232960,CA5927,2025-06-20 12:00:00+00:00,0,test,0.49129388283871045,0.3788576768561717,1
123245826,CA5927,2025-06-20 16:00:00+00:00,1,test,0.4917466029173269,0.3788576768561717,1
123258311,CA5927,2025-06-20 20:00:00+00:00,0,test,0.7660138143693458,0.3788576768561717,1
123268951,CA5927,2025-06-21 00:00:00+00:00,0,test,0.591860688093104,0.3788576768561717,1
123281660,CA5927,2025-06-21 04:00:00+00:00,0,test,0.5292357184111302,0.3788576768561717,1
123291972,CA5927,2025-06-21 08:00:00+00:00,0,test,0.5058281044654421,0.3788576768561717,1
123302060,CA5927,2025-06-21 12:00:00+00:00,0,test,0.510039059221987,0.3788576768561717,1
123315892,CA5927,2025-06-21 16:00:00+00:00,1,test,0.5156341834398669,0.3788576768561717,1
123327106,CA5927,2025-06-21 20:00:00+00:00,0,test,0.4626252458579591,0.3788576768561717,1
123335284,CA5927,2025-06-22 00:00:00+00:00,0,test,0.5103969158416468,0.3788576768561717,1
123345165,CA5927,2025-06-22 04:00:00+00:00,0,test,0.49770556455298237,0.3788576768561717,1
123358506,CA5927,2025-06-22 08:00:00+00:00,0,test,0.49770556455298237,0.3788576768561717,1
123369781,CA5927,2025-06-22 12:00:00+00:00,0,test,0.5036968646565001,0.3788576768561717,1
123380638,CA5927,2025-06-22 16:00:00+00:00,0,test,0.5078103031100127,0.3788576768561717,1
123390901,CA5927,2025-06-22 20:00:00+00:00,0,test,0.49429393611968053,0.3788576768561717,1
123402508,CA5927,2025-06-23 00:00:00+00:00,1,test,0.5118486653741229,0.3788576768561717,1
123411814,CA5927,2025-06-23 04:00:00+00:00,1,test,0.6460219092161054,0.3788576768561717,1
123425387,CA5927,2025-06-23 08:00:00+00:00,1,test,0.6510620873056001,0.3788576768561717,1
123436671,CA5927,2025-06-23 12:00:00+00:00,0,test,0.5731678126216676,0.3788576768561717,1
123446982,CA5927,2025-06-23 16:00:00+00:00,1,test,0.5539911829809646,0.3788576768561717,1
123458449,CA5927,2025-06-23 20:00:00+00:00,0,test,0.8575375850217323,0.3788576768561717,1
123467498,CA5927,2025-06-24 00:00:00+00:00,1,test,0.6970947873398167,0.3788576768561717,1
123480532,CA5927,2025-06-24 04:00:00+00:00,0,test,0.7426373901703712,0.3788576768561717,1
123490085,CA5927,2025-06-24 08:00:00+00:00,0,test,0.6078886640155418,0.3788576768561717,1
123500637,CA5927,2025-06-24 12:00:00+00:00,0,test,0.5116435293100323,0.3788576768561717,1
123676147,CA5927,2025-06-24 16:00:00+00:00,0,test,0.5188872552018857,0.3788576768561717,1
123950714,CA5927,2025-06-24 20:00:00+00:00,1,test,0.5133726666769017,0.3788576768561717,1
123963384,CA5927,2025-06-25 00:00:00+00:00,1,test,0.6122167483749844,0.3788576768561717,1
123975102,CA5927,2025-06-25 04:00:00+00:00,0,test,0.5981063154520362,0.3788576768561717,1
123984800,CA5927,2025-06-25 08:00:00+00:00,0,test,0.47444441050401354,0.3788576768561717,1
123998772,CA5927,2025-06-25 12:00:00+00:00,0,test,0.49439381393972415,0.3788576768561717,1
124010466,CA5927,2025-06-25 16:00:00+00:00,0,test,0.5097108986115315,0.3788576768561717,1
124023845,CA5927,2025-06-25 20:00:00+00:00,0,test,0.5090827783433084,0.3788576768561717,1
124038891,CA5927,2025-06-26 00:00:00+00:00,0,test,0.5252519390246855,0.3788576768561717,1
124051175,CA5927,2025-06-26 04:00:00+00:00,0,test,0.49940390161561415,0.3788576768561717,1
124065425,CA5927,2025-06-26 08:00:00+00:00,0,test,0.49129583258144427,0.3788576768561717,1
124075356,CA5927,2025-06-26 12:00:00+00:00,0,test,0.4906973683460889,0.3788576768561717,1
124092689,CA5927,2025-06-26 16:00:00+00:00,1,test,0.49529502002211157,0.3788576768561717,1
124113264,CA5927,2025-06-26 20:00:00+00:00,0,test,0.6015326631110797,0.3788576768561717,1
124122446,CA5927,2025-06-27 00:00:00+00:00,0,test,0.6373487670955817,0.3788576768561717,1
124136090,CA5927,2025-06-27 04:00:00+00:00,0,test,0.5675363959425861,0.3788576768561717,1
124146289,CA5927,2025-06-27 08:00:00+00:00,0,test,0.5675363959425861,0.3788576768561717,1
124156187,CA5927,2025-06-27 12:00:00+00:00,1,test,0.5701967241158148,0.3788576768561717,1
124168834,CA5927,2025-06-27 16:00:00+00:00,1,test,0.6652665531788916,0.3788576768561717,1
124194533,CA5927,2025-06-27 20:00:00+00:00,1,test,0.594454429930589,0.3788576768561717,1
124203792,CA5927,2025-06-28 00:00:00+00:00,1,test,0.49852496830861975,0.3788576768561717,1
124215362,CA5927,2025-06-28 04:00:00+00:00,0,test,0.7323899214136801,0.3788576768561717,1
124227578,CA5927,2025-06-28 08:00:00+00:00,0,test,0.6199545525934336,0.3788576768561717,1
124249394,CA5927,2025-06-28 12:00:00+00:00,0,test,0.568116856636571,0.3788576768561717,1
124257592,CA5927,2025-06-28 16:00:00+00:00,1,test,0.5258508977995014,0.3788576768561717,1
124275658,CA5927,2025-06-28 20:00:00+00:00,1,test,0.869560697212068,0.3788576768561717,1
124288480,CA5927,2025-06-29 00:00:00+00:00,0,test,0.8598602482190572,0.3788576768561717,1
124300428,CA5927,2025-06-29 04:00:00+00:00,0,test,0.7130017707698147,0.3788576768561717,1
124314759,CA5927,2025-06-29 08:00:00+00:00,0,test,0.61265577324437,0.3788576768561717,1
124327430,CA5927,2025-06-29 12:00:00+00:00,1,test,0.5772413559556931,0.3788576768561717,1
124338511,CA5927,2025-06-29 16:00:00+00:00,1,test,0.9157725247406849,0.3788576768561717,1
124351790,CA5927,2025-06-29 20:00:00+00:00,1,test,0.7682849564769636,0.3788576768561717,1
124364915,CA5927,2025-06-30 00:00:00+00:00,1,test,0.8627155496930806,0.3788576768561717,1
124375615,CA5927,2025-06-30 04:00:00+00:00,1,test,0.9355825771536984,0.3788576768561717,1
124386422,CA5927,2025-06-30 08:00:00+00:00,1,test,0.9307839848730182,0.3788576768561717,1
124396111,CA5927,2025-06-30 12:00:00+00:00,0,test,0.8460788023755665,0.3788576768561717,1
124411054,CA5927,2025-06-30 16:00:00+00:00,0,test,0.7319213600902448,0.3788576768561717,1
124438825,CA5927,2025-06-30 20:00:00+00:00,1,test,0.5856867194332995,0.3788576768561717,1
124447485,CA5927,2025-07-01 00:00:00+00:00,1,test,0.9118830433891895,0.3788576768561717,1
120859597,CA65789,2025-06-03 06:00:00+00:00,0,test,0.45514955068604174,0.3788576768561717,1
120982393,CA65789,2025-06-05 05:00:00+00:00,0,test,0.6526177272021116,0.3788576768561717,1
120990990,CA65789,2025-06-05 09:00:00+00:00,0,test,0.38851949159666693,0.3788576768561717,1
121126372,CA65789,2025-06-07 07:39:17+00:00,0,test,0.6523361264780019,0.3788576768561717,1
121314730,CA65789,2025-06-10 02:00:00+00:00,0,test,0.5509719486872945,0.3788576768561717,1
121685520,CA65789,2025-06-15 20:00:00+00:00,0,test,0.504063341773275,0.3788576768561717,1
121848442,CA65789,2025-06-17 02:00:00+00:00,0,test,0.5676603539315627,0.3788576768561717,1
121857572,CA65789,2025-06-17 06:00:00+00:00,0,test,0.44433602602074973,0.3788576768561717,1
123014822,CA65789,2025-06-18 11:54:11+00:00,0,test,0.533536996721417,0.3788576768561717,1
123375416,CA65789,2025-06-22 15:00:00+00:00,0,test,0.46980227023833654,0.3788576768561717,1
124066578,CA65789,2025-06-26 08:50:04+00:00,0,test,0.6523361264780019,0.3788576768561717,1
124346396,CA65789,2025-06-29 19:00:00+00:00,0,test,0.4971124874746756,0.3788576768561717,1
124449686,CA65789,2025-07-01 01:00:00+00:00,0,test,0.4969031874184029,0.3788576768561717,1
121369004,CA65790,2025-06-10 22:56:06+00:00,0,test,0.4996871709099601,0.3788576768561717,1
121425319,CA65790,2025-06-11 18:48:53+00:00,0,test,0.4996871709099601,0.3788576768561717,1
121511163,CA65790,2025-06-13 01:16:51+00:00,0,test,0.6522288914031241,0.3788576768561717,1
121691676,CA65790,2025-06-15 22:00:00+00:00,1,test,0.4897399010558554,0.3788576768561717,1
121708980,CA65790,2025-06-16 06:00:00+00:00,0,test,0.5217843373507849,0.3788576768561717,1
123479432,CA65790,2025-06-24 04:00:00+00:00,0,test,0.6530447405444623,0.3788576768561717,1
123494023,CA65790,2025-06-24 08:37:59+00:00,0,test,0.40727603361034215,0.3788576768561717,1
124066579,CA65790,2025-06-26 08:43:23+00:00,0,test,0.6522288914031241,0.3788576768561717,1
124293967,CA65790,2025-06-29 02:00:00+00:00,0,test,0.572069670144233,0.3788576768561717,1
124308813,CA65790,2025-06-29 06:00:00+00:00,0,test,0.4045754000507861,0.3788576768561717,1
124449687,CA65790,2025-07-01 00:25:56+00:00,0,test,0.541974125291873,0.3788576768561717,1
120810216,CA65792,2025-06-02 15:00:00+00:00,1,test,0.7622127034732992,0.3788576768561717,1
120832760,CA65792,2025-06-02 19:00:00+00:00,1,test,0.7692678911826989,0.3788576768561717,1
