threshold,recall,precision,f1,auc_pr,auc_roc,predicted_positive_rate,false_positive,false_negative
0.0001304337592654736,1.0,0.12809159228028086,0.22709431247752046,0.27498664927354705,0.7461722660060466,1.0,49425,0
0.00014064322231405573,1.0,0.12931433659839714,0.22901389348851145,0.27498664927354705,0.7461722660060466,0.9905444024979713,48889,0
0.00016928879224079504,1.0,0.13049729516004385,0.23086706305045945,0.27498664927354705,0.7461722660060466,0.9815651130790671,48380,0
0.00017217625410525665,1.0,0.131977388807096,0.233180256270272,0.27498664927354705,0.7461722660060466,0.9705571040468546,47756,0
0.0001752685356178839,1.0,0.13333455754081203,0.2352960238504164,0.27498664927354705,0.7461722660060466,0.9606781215820485,47196,0
0.00025967415400336106,1.0,0.13469743627796535,0.23741559991498684,0.27498664927354705,0.7461722660060466,0.9509579084782839,46645,0
0.00030168083714043713,1.0,0.13626212772345975,0.2398427693730594,0.27498664927354705,0.7461722660060466,0.9400381046466499,46026,0
0.00033098426773335495,1.0,0.13762059096681262,0.24194462030588784,0.27498664927354705,0.7461722660060466,0.9307589175457786,45500,0
0.00033910448537356714,1.0,0.13921429530072665,0.24440405264397994,0.27498664927354705,0.7461722660060466,0.9201037293158805,44896,0
0.0003544356352620332,1.0,0.1407306909584262,0.24673780073399484,0.27498664927354705,0.7461722660060466,0.9101894647708428,44334,0
0.00044177879071299967,1.0,0.14231394915818976,0.2491678391270032,0.27498664927354705,0.7461722660060466,0.9000635077444166,43760,0
0.0006160548730253698,1.0,0.14384199370035064,0.2515067544163492,0.27498664927354705,0.7461722660060466,0.8905020640016935,43218,0
0.0006813265073289516,1.0,0.14556061183168614,0.254129917401652,0.27498664927354705,0.7461722660060466,0.8799880040927213,42622,0
0.0007500797177407471,1.0,0.1472341633546922,0.2566767414320307,0.27498664927354705,0.7461722660060466,0.8699855343471051,42055,0
0.0007925974792490404,1.0,0.14894358974358973,0.25927050043741406,0.27498664927354705,0.7461722660060466,0.8600007056416046,41489,0
0.0013353533375747631,0.9997245558463022,0.1506547952597389,0.26184979438712935,0.27498664927354705,0.7461722660060466,0.8499982358959884,40924,2
0.0018325825705612071,0.9979341688472663,0.15217573924731181,0.26408149133516773,0.27498664927354705,0.7461722660060466,0.8399957661503722,40370,15
0.002075442623947347,0.996556948078777,0.15379710514569916,0.26647026330325907,0.27498664927354705,0.7461722660060466,0.829993296404756,39813,25
0.00228045266953401,0.994766561079741,0.1553934856503593,0.2687977969223899,0.27498664927354705,0.7461722660060466,0.8199908266591398,39259,38
0.0025004914431720885,0.9935270623881008,0.15711641075901123,0.27132540995938015,0.27498664927354705,0.7461722660060466,0.8099883569135237,38701,47
0.0027397511015463116,0.9920121195427627,0.15883481443912764,0.2738262687701958,0.27498664927354705,0.7461722660060466,0.8000035282080231,38146,58
0.0030193031735467695,0.9911857870816692,0.1607118931713635,0.27657898276425263,0.27498664927354705,0.7461722660060466,0.790001058462407,37585,64
0.003341312147796525,0.9907726208511224,0.16270496437860454,0.27950889735022144,0.27498664927354705,0.7461722660060466,0.7799985887167907,37021,67
0.003859191871731188,0.9903594546205757,0.16474981671554254,0.28250407590013554,0.27498664927354705,0.7461722660060466,0.7699961189711746,36457,70
0.0050396749111581395,0.9877427351604462,0.16647710127434368,0.28493107147113744,0.27498664927354705,0.7461722660060466,0.7599936492255583,35909,89
0.007080493118231477,0.9877427351604462,0.16869737027802606,0.2881767955801105,0.27498664927354705,0.7461722660060466,0.7499911794799421,35342,89
0.008634814110493652,0.9877427351604462,0.1709776622881255,0.2914973175093481,0.27498664927354705,0.7461722660060466,0.739988709734326,34775,89
0.01073281362099313,0.9877427351604462,0.17325763981157144,0.29480434067740874,0.27498664927354705,0.7461722660060466,0.7302508555904456,34223,89
0.015313907370014089,0.9849882936234678,0.17523398833733522,0.29753510140405615,0.27498664927354705,0.7461722660060466,0.7200014112832093,33662,109
0.01987224521860763,0.981269797548547,0.17703182845926405,0.29994948219247286,0.27498664927354705,0.7461722660060466,0.709998941537593,33122,136
0.022828801215957435,0.9782399118578708,0.1790070564516129,0.3026352229394346,0.27498664927354705,0.7461722660060466,0.6999964717919769,32577,158
0.024910676529459757,0.9741082495524033,0.18072874080130827,0.3048904023967067,0.27498664927354705,0.7461722660060466,0.6903997459690223,32063,188
0.027610644151555827,0.9702520314006335,0.18274493528053748,0.3075613376407928,0.27498664927354705,0.7461722660060466,0.6800797375013231,31506,216
