threshold,recall,precision,f1,auc_pr,auc_roc,predicted_positive_rate,false_positive,false_negative
0.020770528286306534,1.0,0.12804672382879764,0.2270237945360695,0.47453300666207654,0.8290868019869952,1.0,49118,0
0.02300954987960217,0.9980590600305005,0.15012616520342836,0.26099409056302797,0.47453300666207654,0.8290868019869952,0.8512719461752853,40754,14
0.026131459122058734,0.9980590600305005,0.15037703924968146,0.2613731256580619,0.47453300666207654,0.8290868019869952,0.8498517690081838,40674,14
0.028931304416594902,0.9968113129072508,0.16432407724831447,0.2821378119604458,0.47453300666207654,0.8290868019869952,0.7767481493316292,36565,23
0.041907389189943314,0.9927907943990018,0.1666046251919408,0.2853272238270744,0.47453300666207654,0.8290868019869952,0.7630256874545099,35821,52
0.04194190415768021,0.9926521558297519,0.16904733797662613,0.288896061975468,0.47453300666207654,0.8290868019869952,0.7518950489073511,35195,53
0.04212617492454656,0.992236240122002,0.17325522283279673,0.29500020609208194,0.47453300666207654,0.8290868019869952,0.7333262324474978,34152,56
0.04473987697349222,0.9904339387217523,0.1754722078942844,0.2981262780119351,0.47453300666207654,0.8290868019869952,0.7227459125525909,33569,69
0.09762901187171429,0.9865520587827533,0.17787331900214967,0.3014040958088905,0.47453300666207654,0.8290868019869952,0.7101950968383306,32890,97
0.11500103212800274,0.9847497573825038,0.1801191834664638,0.30453610015434746,0.47453300666207654,0.8290868019869952,0.700058582308143,32332,110
0.12783724811670324,0.980174684597255,0.18186495176848874,0.3068043742405832,0.47453300666207654,0.8290868019869952,0.6901173421384318,31805,143
0.14069548951744515,0.9790655760432553,0.18433348124559526,0.31025393199191637,0.47453300666207654,0.8290868019869952,0.6801050931103655,31249,151
0.15470981060824568,0.9767087203660059,0.18666207408192464,0.3134245356467579,0.47453300666207654,0.8290868019869952,0.6700040830093554,30697,168
0.16787325391079502,0.9740745875502564,0.18898273172306201,0.31655065215922146,0.47453300666207654,0.8290868019869952,0.6599918339812891,30152,187
