threshold,recall,precision,f1,auc_pr,auc_roc,predicted_positive_rate,false_positive,false_negative
0.18012580198164116,0.7584354772069963,0.22079223799214176,0.3420178244262957,0.2450323852159519,0.7407946529003105,0.44000282256641854,19435,1754
0.18898480580144097,0.7472799889822338,0.2226051282051282,0.34302693134403844,0.2450323852159519,0.7407946529003105,0.4300003528208023,18949,1835
0.19800869169608734,0.733507781297342,0.22369692133226932,0.34283875120695206,0.2450323852159519,0.7407946529003105,0.42001552411530185,18483,1935
0.20535801017354657,0.7224900151494285,0.22572178477690288,0.3439774441020261,0.2450323852159519,0.7407946529003105,0.4099954133295699,17995,2015
0.2126793296131508,0.7106459165404214,0.22756339581036383,0.344735435595938,0.2450323852159519,0.7407946529003105,0.4000105846240694,17515,2101
0.2206330259269615,0.6996281503925079,0.22978107472408177,0.34594300112363374,0.2450323852159519,0.7407946529003105,0.3900081148784532,17028,2181
0.22864573767866297,0.6865445530918606,0.23141915417111555,0.34615651690854804,0.2450323852159519,0.7407946529003105,0.380005645132837,16556,2276
0.2378848698298975,0.6708442363310839,0.2322399160865834,0.34503276075792455,0.2450323852159519,0.7407946529003105,0.37000317538722083,16103,2390
0.24683131979827486,0.6580360831841344,0.23413534571470573,0.3453809454966026,0.2450323852159519,0.7407946529003105,0.36000070564160463,15629,2483
0.256793803402428,0.6382041041178901,0.23356854838709679,0.3419800007379801,0.2450323852159519,0.7407946529003105,0.34999823589598844,15206,2627
0.26714013918482754,0.6191984575127393,0.2332797177398433,0.3388859576392553,0.2450323852159519,0.7407946529003105,0.33999576615037225,14777,2765
0.27682585575250623,0.6048753615204517,0.23477842518843214,0.33826247689463956,0.2450323852159519,0.7407946529003105,0.33001093744487175,14315,2869
0.28716826055355693,0.5895882109902217,0.23599779492833517,0.3370733435691508,0.2450323852159519,0.7407946529003105,0.32000846769925556,13859,2980
0.2980810850480346,0.5749896708442364,0.23758037899049678,0.3362325843601514,0.2450323852159519,0.7407946529003105,0.31000599795363937,13398,3086
0.3098002505943693,0.5590139099297617,0.23868046571798188,0.33452837186302387,0.2450323852159519,0.7407946529003105,0.3000035282080231,12947,3202
0.3214657000242557,0.5422118165541936,0.23949145325141433,0.3322362869198312,0.2450323852159519,0.7407946529003105,0.2900010584624069,12502,3324
0.333785839799319,0.5232061699490428,0.2393523185483871,0.3284485367224312,0.2450323852159519,0.7407946529003105,0.27999858871679073,12073,3462
0.3472253062478229,0.5062663544966258,0.24018294674942828,0.325799875919525,0.2450323852159519,0.7407946529003105,0.26999611897117454,11629,3585
0.3602204476968486,0.49194325850433823,0.2423502272881471,0.32472727272727275,0.2450323852159519,0.7407946529003105,0.26001129026567404,11167,3689
0.37163059829164,0.4776201625120507,0.2447078746824725,0.32361311995520925,0.2450323852159519,0.7407946529003105,0.25000882052005785,10704,3793
0.383407097892199,0.46467428728825233,0.2479970599044469,0.3233969136394134,0.2450323852159519,0.7407946529003105,0.24000635077444166,10231,3887
0.3946521084839865,0.45048891337281366,0.25088203712225804,0.32228188580718264,0.2450323852159519,0.7407946529003105,0.23000388102882546,9767,3990
